username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;language
;2018-06-19 04:14;0;0;"AI prediction of the World Cup Winner # fifa2018 # WorldCup2018 https://lnkd.in/dF2e8Xu https://lnkd.in/dwAASCs";;;# #;"1008850573498732546";https://twitter.com/leonstandly/status/1008850573498732546;en
;2018-06-19 04:13;0;1;"Total disbelief! @ FIFAcom @ FIFAWorldCup Could somebody do us the honour & explain why this & one other rugby tackle, on # HarryKane, in the penalty box, wasn’t reviewed by # VAR # 2018FIFAWorldCup # WorldCupRussia2018 # WorldCup⁠ ⁠ # FIFA2018 # FIFAWorldCup2018 # England @ FA # FA # FIFAhttps://twitter.com/josh_norton_/status/1008787280889372676 …";;@ @ @;# # # # # # # # # #;"1008850128738967552";https://twitter.com/Frederick/status/1008850128738967552;en
;2018-06-19 04:12;0;1;"Mexico after beating Germany 1-0 # Fifa2018 # Worldcup # Russia # soccerpic.twitter.com/sytEyNxW50";;;# # # #;"1008850044957724673";https://twitter.com/stavi_vasquez/status/1008850044957724673;en
;2018-06-19 04:00;2;1;"# Retweet 4YOUR_EYES_ONLY: We've caught WORLD CUP FEVER! Who's your team?! # FIFA2018 # WORLDCUP # FOOTBALL # FORYOUREYESONLY # LANDINGSTRIP # STRIPTORONTO # VIPINTHESIX # STRIPCLUB # SEXY # GIRLS # YYZ # KINGWEST # HOTHOTOHOTpic.twitter.com/Aa5N8nOQxd";;;# # # # # # # # # # # # # #;"1008846905256923136";https://twitter.com/StripToronto/status/1008846905256923136;en
;2018-06-19 03:59;0;0;"@ BetOnChart # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussia project is very good and we look forward to the success of the team and the community that support this project. This product will reach great popularity. Good luck to the team!";;@;# # # # # # # #;"1008846594303815680";https://twitter.com/Vacik2/status/1008846594303815680;en
;2018-06-19 03:58;0;0;"# FIFAWorldCup # FIFA2018 taught me that even Germany, the masters of engineering, could not build a wall long / high / wide enough to keep a single Mexican out. ‘Murrica, watch & learn. # GERMEX # GermanyvsMexico";;;# # # #;"1008846437315010560";https://twitter.com/thenyonyacelup/status/1008846437315010560;en
;2018-06-19 03:57;0;0;"Is this German National Team, or German Mercenaries Team?! # Germany # WorldCup # WC2018 # FIFA2018 pic.twitter.com/mGcWOafiKR";;;# # # #;"1008846240543633410";https://twitter.com/MarkusIssa/status/1008846240543633410;en
;2018-06-19 03:57;0;1;"# Retweet LandingStripTor: We've caught WORLD CUP FEVER! Who's your team?! # FIFA2018 # WORLDCUP # FOOTBALL # FORYOUREYESONLY # LANDINGSTRIP # STRIPTORONTO # VIPINTHESIX # STRIPCLUB # SEXY # GIRLS # YYZ # KINGWEST # HOTHOTOHOTpic.twitter.com/34hJR3bvoK";;;# # # # # # # # # # # # # #;"1008846147836891136";https://twitter.com/StripToronto/status/1008846147836891136;en
;2018-06-19 03:57;0;0;"We've caught WORLD CUP FEVER! Who's your team?! # FIFA2018 # WORLDCUP # FOOTBALL # FORYOUREYESONLY # LANDINGSTRIP # STRIPTORONTO # VIPINTHESIX # STRIPCLUB # SEXY # GIRLS # YYZ # KINGWEST # HOTHOTOHOT pic.twitter.com/v9GzLeRlZI";;;# # # # # # # # # # # # #;"1008846109928837122";https://twitter.com/LandingStripTor/status/1008846109928837122;en
;2018-06-19 03:56;0;0;"We've caught WORLD CUP FEVER! Who's your team?! # FIFA2018 # WORLDCUP # FOOTBALL # FORYOUREYESONLY # LANDINGSTRIP # STRIPTORONTO # VIPINTHESIX # STRIPCLUB # SEXY # GIRLS # YYZ # KINGWEST # HOTHOTOHOT pic.twitter.com/Rg25tkAkmf";;;# # # # # # # # # # # # #;"1008846034473308160";https://twitter.com/4YOUR_EYES_ONLY/status/1008846034473308160;en
;2018-06-19 03:56;0;0;"We've caught WORLD CUP FEVER! Who's your team?! # FIFA2018 # WORLDCUP # FOOTBALL # FORYOUREYESONLY # LANDINGSTRIP # STRIPTORONTO # VIPINTHESIX # STRIPCLUB # SEXY # GIRLS # YYZ # KINGWEST # HOTHOTOHOTpic.twitter.com/eM2GdiChTc";;;# # # # # # # # # # # # #;"1008845931998011398";https://twitter.com/StripToronto/status/1008845931998011398;en
;2018-06-19 03:40;0;0;"***Tributes: 2018 FIFA World Cup Special : Go Tunisia!*** # tribute # tynisia # mundial # fifa2018 # worldcup # tunes # soccer http://lastdaydeaf.com/2018-fifa-world-cup-special-go-tuni ……/pic.twitter.com/Dl0DsFHgOM";;;# # # # # # #;"1008841858024378369";https://twitter.com/Lastdaydeaf/status/1008841858024378369;en
;2018-06-19 03:39;0;0;"# fifa # fifa18 # fifa2018 # fifaworldcup # fifaworldcup2018 # worldcup # worldcup18 # worldcup2018 # russia # russia2018 # russia18 # russiaupdates2018 # russiaupdate18 # football # sexball # sexnews # supereagles # supereaglesnigeria # sextalkwithsoulspicepic.twitter.com/ohVrNaNe0p";;;# # # # # # # # # # # # # # # # # # #;"1008841660086800384";https://twitter.com/annsoulspice/status/1008841660086800384;en
;2018-06-19 03:31;0;0;"Natalia Oreiro - United by love (Rusia 2018) [Video Oficial] https://youtu.be/s8d0-1dk8os via @ YouTube # NataliaOreiro # Mundial # FIFA2018";;@;# # #;"1008839534757515265";https://twitter.com/OsitoArmandito/status/1008839534757515265;en
;2018-06-19 03:30;0;0;"Who's going to win the @ FIFAWorldCup? Learn how # MachineLearning predicts the # WorldCup winner. # FIFA2018 # USA # ESP # FRA # BRA # ENG # COL # hashflaghttps://lnkd.in/eB7biy7";;@;# # # # # # # # # #;"1008839272353366016";https://twitter.com/estellecloudera/status/1008839272353366016;en
;2018-06-19 03:27;0;0;"campionatul mondial de fotbal @ BetOnChart # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1003567421972795394 …";;@;# # # # # # # #;"1008838764964261888";https://twitter.com/1992_andreea/status/1008838764964261888;en
;2018-06-19 03:27;0;1;"La league arabe appelle la FIFA à limiter le temp des matchs a 89 minutes # CoupeDuMonde2018 # WorldCup2018 # WorldCupRussia2018 # Russie2018 # FifaWorldCup2018 # FIFA2018 # FIFA";;;# # # # # # #;"1008838656067538945";https://twitter.com/ibra21259/status/1008838656067538945;fr
;2018-06-19 03:27;0;1;"Mas pro Brasil não usa s bosta do Juiz de vídeo ne arrombado? # FIFAWorldCup # FIFA2018";;;# #;"1008838573536301057";https://twitter.com/mr8raffa/status/1008838573536301057;pt
;2018-06-19 03:25;0;1;"La poule marocaine qui a pronostiqué pour le Portugal # CoupeDuMonde2018 # WorldCup2018 # WorldCupRussia2018 # Russie2018 # FifaWorldCup2018 # FIFA2018 # FIFApic.twitter.com/bv2X5IjHOm";;;# # # # # # #;"1008838186406174720";https://twitter.com/ibra21259/status/1008838186406174720;en
;2018-06-19 03:22;4;6;"Great job Sassi Thanks to Allah SWT for making your country proud Would be more happy to see @ MoSalah in action in next match # EGYRUS # Egypt - # Russia # ENGTUN # Tunisia # WorldCup # FIFA2018 @ tunisiapic.twitter.com/r6cyS6Pcvw";;@ @;# # # # # # #;"1008837286761463808";https://twitter.com/Saifkhan_pk/status/1008837286761463808;en
;2018-06-19 03:18;0;3;"ÚNETE @ EresMegaCurioso # EresMegaCurioso Eres Mega Curioso # curioso # erescurioso # curiosidades # Curiosidad # SabiasQue # SabiasQué # curiosa # Datos # DatosInteres # Interesante # DatoCurioso # CopaMundial # Rusia2018⁠ ⁠⁠ ⁠⁠ ⁠⁠⁠⁠ # CopaMundial2018 # FIFA # Fifa2018 pic.twitter.com/zWGkosnI4k";;@;# # # # # # # # # # # # # # # # #;"1008836500795117568";https://twitter.com/EresMegaCurioso/status/1008836500795117568;es
;2018-06-19 03:16;1;1;"# FIFA2018 Group G # Belgium # Panama # Tunisia # England https://youtu.be/7nIEPMqXfT0 https://youtu.be/7nIEPMqXfT0";;;# # # # #;"1008835791982944256";https://twitter.com/footballcraze1/status/1008835791982944256;id
;2018-06-19 03:15;0;0;"# FIFA2018 pic.twitter.com/j4wYZ8IRMw";;;#;"1008835703688585216";https://twitter.com/thorgeist/status/1008835703688585216;en
;2018-06-19 03:06;0;1;"Le maroc , la Tunisie et l Égypte iront demander à la FIFA de supprimer le temps additionnel # CoupeDuMonde2018 # WorldCup2018 # WorldCupRussia2018 # Russie2018 # FifaWorldCup2018 # FIFA2018 # FIFA";;;# # # # # # #;"1008833475095465984";https://twitter.com/ibra21259/status/1008833475095465984;fr
;2018-06-19 03:05;0;1;"nice logo and nice project with worldcup rules@BetOnChart # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussia";;@BetOnChart;# # # # # # # #;"1008833147553832960";https://twitter.com/kaniyampati_/status/1008833147553832960;en
;2018-06-19 03:05;0;1;"Todo mundo é fã de # brumar que a gente sabe mas vem ver as outras namoradas gatas dos jogadores da copa http://www.papo18.com # neymarjr # brunamarquezine # copadomundo # fifa2018 pic.twitter.com/FGDOOfrdmY";;;# # # # #;"1008833032411910145";https://twitter.com/Papo18oficial/status/1008833032411910145;pt
;2018-06-19 03:03;2;0;"Israel’s # Technology improving the # FIFA2018 and more https://www.youtube.com/watch?v=Ezm4JFgH-jE …";;;# #;"1008832701753786369";https://twitter.com/x1Mmejor/status/1008832701753786369;en
;2018-06-19 03:01;0;2;"Фотография: папа не фотограф или да какая разница, это же # FIFA2018 . pic.twitter.com/OJ4anu6P62";;;#;"1008832170096562177";https://twitter.com/giulietta8888/status/1008832170096562177;ru
;2018-06-19 03:00;1;15;"【世足賽】南韓今晚戰瑞典，養眼大嫂團搶先看 # FIFAWC # FIFA2018 # FIFAWorldCup @ FIFAWorldCup # SouthKorea # beauty →→https://tw.sports.appledaily.com/realtime/20180618/1375464 …pic.twitter.com/9oe9jSAZUF";;@;# # # # #;"1008831723658809344";https://twitter.com/TW_nextmedia/status/1008831723658809344;en
;2018-06-19 02:58;0;1;"Savez vous pourquoi la sélection indienne ne participe pas à la coupe du monde ? Tout simplement la FIFA ne peut pas autorisé 30 min de danse et de chants après chaque but # CoupeDuMonde2018 # WorldCup2018 # WorldCupRussia2018 # Russie2018 # FifaWorldCup2018 # FIFA2018 # FIFA";;;# # # # # # #;"1008831249094410241";https://twitter.com/ibra21259/status/1008831249094410241;fr
;2018-06-19 02:57;0;0;"# StPetersburg # Fifa2018 # WorldCup # WoW # GoodTimes # GoodTimes # iLuvRussia OMG it was a good night — at Church Of The Spilled Blood https://www.facebook.com/545426102/posts/10156505526756103/ …";;;# # # # # # #;"1008831114222456832";https://twitter.com/raddphoenix/status/1008831114222456832;en
;2018-06-19 02:54;0;0;"Espwa jèn ann Afrik yo pou al jwen nan chanpyona foubòl ann Ewop. Detay ak Jean Robert Philippe. # FiFA2018 pic.twitter.com/C9vKMFSRnS";;;#;"1008830273566408709";https://twitter.com/VOAKreyol/status/1008830273566408709;en
;2018-06-19 02:53;0;0;"# Fifa2018 # Russia VS # Egypt https://vk.cc/8bQgso";;;# # #;"1008830019139973120";https://twitter.com/Cat05942355/status/1008830019139973120;en
;2018-06-19 02:47;0;0;"World Cup @ BetOnChart and # betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussia:https://twitter.com/betonchart/status/1003567421972795394 …";;@;# # # # # # # #;"1008828584650248192";https://twitter.com/ChoppSuIE/status/1008828584650248192;en
;2018-06-19 02:47;0;0;"How we can learn from the success of Iceland at the # FIFA2018 World Cup http://bit.ly/2ylsj6t";;;#;"1008828578958491648";https://twitter.com/ByronBergren/status/1008828578958491648;en
;2018-06-19 02:47;0;0;"AGEN JUDI PIALA DUNIA 2018 - 2 Gol Harry Kane Antarkan Timnas Inggris Bekuk Tunisa. [ https://bit.ly/2JRTP0Y ] # News # BeritaBola # WorldCup # WorldCup2018 # WorldCup18 # FIFAWorldCup # FIFA2018 # FIFA # FIFA18 # FifaWorldCup2018 # ENG # TUN # FifaWorldCup18pic.twitter.com/poogfppXwV";;;# # # # # # # # # # # # #;"1008828558754471936";https://twitter.com/fbo303/status/1008828558754471936;en
;2018-06-19 02:46;0;0;"# FIFA2018 # FifaWorldCup18 Awesome story from Romelu Lukaku:https://www.theplayerstribune.com/en-us/articles/romelu-lukaku-ive-got-some-things-to-say …";;;# #;"1008828394484535296";https://twitter.com/Jones3d/status/1008828394484535296;en
;2018-06-19 02:46;0;0;"Innan han satte straffen tänkte jag snarare att nu behövs en rejäl buffel som gör mål rakt på, för jag tyckte Sverige spelade bra och gjorde bra anfall, men att problemet var att det inte blev mål. Kul med seger och en bra straff samt att Arlöv var inblandat # FIFA2018";;;#;"1008828349106589696";https://twitter.com/FredrikFrangeur/status/1008828349106589696;sv
;2018-06-19 02:42;0;0;"كلمات متداولة في "الترند السعودي" • "Fifa2018" اظهار الهاشتاق متوفر الأن ضمان ظهوره في جميع الدول العربية ماذا تنتظر؟ أتصل "الترند السعودي خُبراء التسويق" pic.twitter.com/v7iszvi3CQ";;;;"1008827194053980160";https://twitter.com/ndoroitsukin/status/1008827194053980160;ar
;2018-06-19 02:40;0;2;"Congratulations Belgium on the first of many this tournament??? Come watch @ realmomos # fifa2018 # worldcup2018 # belgie # belgium # soccer @ cnbpa @ Belgianfootball @ Belgiumconnectpic.twitter.com/6aReMIOKl5";;@ @ @ @;# # # # #;"1008826825999446016";https://twitter.com/RealMoMos/status/1008826825999446016;en
;2018-06-19 02:35;0;0;"В гол Кейна головой не верила даже вратарь Панамы который в конце концов пропустил этот мяч # FifaWorldCup2018 # FIFA2018 # WorldCup2018";;;# # #;"1008825597760598017";https://twitter.com/Peter_rare/status/1008825597760598017;ru
;2018-06-19 02:33;0;0;"Oh, hopes, why do you have to raise yourself everytime? # comeonEngland # Fifa2018 BBC Sport - Tunisia 1-2 England: Harry Kane's late goal secures World Cup win http://www.bbc.com/sport/football/44434276 …";;;# #;"1008824926575325184";https://twitter.com/253hustle/status/1008824926575325184;en
;2018-06-19 02:32;0;0;"# OurShopee # Hisense # 4Ktv # fifa2018 Hisense 4K, HD, LED TV's Celebrate the FIFA World Cup 2018 with us Buy Now >> http://ourshopee.org/OS4997862/ http://ourshopee.org/OS4997862/";;;# # # #;"1008824790839431170";https://twitter.com/ourshopee/status/1008824790839431170;en
;2018-06-19 02:31;0;0;"Absence of rooney paying off well for England. What an impressive header that was from @ HKane # ENGvTUN # FIFA2018";;@;# #;"1008824642281328643";https://twitter.com/risingspark/status/1008824642281328643;en
;2018-06-19 02:30;0;1;"Watch and listen to all matches at Woodrow's AND enjoy happy hour all night! Pints start at $4, $5 cocktail deals and MORE! https://www.fifa.com/worldcup/ # FifaWorldCup2018 # FIFAWorldCup # FifaWorldCup18 # FIFA2018 # happyhour # NYCdeals # beer # beerdeals";;;# # # # # # # #;"1008824290286931968";https://twitter.com/WOODROWSNYC/status/1008824290286931968;en
;2018-06-19 02:29;0;0;"Det pratades en del om att Sverige vann men inte spelade så rolig fotboll. Jag tyckte den var precis så rolig den behövde vara. # fifa2018";;;#;"1008824160498470917";https://twitter.com/FredrikFrangeur/status/1008824160498470917;sv
;2018-06-19 02:25;2;2;"Check out this amazing blog on how you can market with the latest events: We chose fifa 2018 world cup for you. https://www.market-forever.com/marketing-with-fifa2018/ … As England play their opening game, utilise the traffic you can divert to your audience. # eng # worldcup # fifa2018 # bloggerpic.twitter.com/ysezNed9to";;;# # # #;"1008822935329689601";https://twitter.com/marketforeverlt/status/1008822935329689601;en
;2018-06-19 02:19;0;0;"Congratulations Mexico you have beat the World Champions! It means absolutely nothing just like your final standings in every # FifaWorldCup. # FifaWorldCup2018 # FIFA2018 # FIFA";;;# # # #;"1008821625402241024";https://twitter.com/TweetNeverHeard/status/1008821625402241024;en
;2018-06-19 02:14;1;2;"هل تعلمون لماذا لايشارك المنتخب الهندي في كأس العالم ؟؟ لان الفيفا لا تقبل ب 20 دقيقة من الرقص والغناء بعد كل هدف # CM2018 # FIFA2018";;;# #;"1008820205882105857";https://twitter.com/Meriemtourabi2/status/1008820205882105857;ar
;2018-06-19 02:06;0;0;"GoPro Ershov Petr Fifa2018: http://youtu.be/dsVq2T1516w?a на @ YouTube";;@;;"1008818209791922177";https://twitter.com/best_nik_ever/status/1008818209791922177;en
;2018-06-19 02:06;0;1;"Orgullosos de nuestra sele Nuestro Primer Mundial!!!! # Panama # Mundial # Fifa2018 # WorldCup2018pic.twitter.com/9Cy9eKSNmY";;;# # # #;"1008818206478405634";https://twitter.com/TorrijosyAsoc/status/1008818206478405634;es
;2018-06-19 02:00;1;1;"Sports tracking systems first emerged as internal tools for sports clubs and teams. Whilst enhancing team performance, @ ShareInsights_ can enable broadcasters to express a more exciting story to viewers with its tracking abilities. http://ow.ly/IsU930ksmsw # WorldCup # FIFA2018";;@;# #;"1008816847360315392";https://twitter.com/Accelerite/status/1008816847360315392;en
;2018-06-19 02:00;1;0;"Colombia vs Japan- 6/18/18 World Cup Soccer Pick - @ CoverSpread365 https://bit.ly/2tndYkq # SoccerPick # FutbolPick # SoccerTip # FutbolTip # OnlineBettingPick # BettingTips # WorldCup # Japan # Colombia # Russia2018WorldCup # FifaWorldCup2018 # FIFAWorldCup # FIFA2018 # FutbolColombiano";;@;# # # # # # # # # # # # # #;"1008816794000379904";https://twitter.com/CoverSpread365/status/1008816794000379904;en
;2018-06-19 02:00;0;0;"# betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussiahttps://twitter.com/betonchart/status/1008808175846510594 …";;;# # # # # # # #;"1008816705601060869";https://twitter.com/nlpulm676/status/1008816705601060869;en
;2018-06-19 02:00;2;9;"【世足賽】神啊！請讓內馬爾平安完賽，球迷祈福 # FIFAWC # FIFA2018 # FIFAWorldCup @ FIFAWorldCup # Neymar @ neymarjrhttps://tw.sports.appledaily.com/realtime/20180618/1375523/ …";;@ @;# # # #;"1008816623304757251";https://twitter.com/TW_nextmedia/status/1008816623304757251;en
;2018-06-19 01:58;0;0;"18.06.2018 - Футбол. Әлем чемпионаты - 2018. Тунис – Англия # Толық нұсқа: https://itube.kaztrk.kz/kz/videos/37935/18-06-2018-futbol-alem-chempionaty-2018-tunis-angliya-tolyq-nusqa/ … # Qazsport # worldcup # worldcup2018 # Russia2018 # Fifa2018 # WC2018 # әлемчемпионаты # ЧМ2018 # football # футболpic.twitter.com/zXvxY8Kj0T";;;# # # # # # # # # # #;"1008816168700870656";https://twitter.com/qaztrk_kz/status/1008816168700870656;bg
;2018-06-19 01:56;0;2;"أنابحب البرازيل وبحب ألمانيا الاثنين منتخبين جيدين لكن الصراحة البرازيل بيلعب كثير حلو # FIFAWorldCup # FIFA2018 pic.twitter.com/yFZUfaB1dy";;;# #;"1008815716445970432";https://twitter.com/zoumrouda/status/1008815716445970432;ar
;2018-06-19 01:52;0;0;"# betonchart # football # soccer # bitcoin # crypto # worldcup # fifa2018 # fifarussia:https://twitter.com/betonchart/status/1003567421972795394 …";;;# # # # # # # #;"1008814612584624128";https://twitter.com/mrmanutdvn/status/1008814612584624128;en
;2018-06-19 01:50;0;1;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008814346997260288";https://twitter.com/KukrejaShubhs/status/1008814346997260288;en
;2018-06-19 01:50;0;1;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008814313581301761";https://twitter.com/KukrejaShubhs/status/1008814313581301761;en
;2018-06-19 01:50;1;1;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008814281075449858";https://twitter.com/KukrejaShubhs/status/1008814281075449858;en
;2018-06-19 01:50;1;0;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008814207800893440";https://twitter.com/KukrejaShubhs/status/1008814207800893440;en
;2018-06-19 01:50;1;1;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008814149269409793";https://twitter.com/KukrejaShubhs/status/1008814149269409793;en
;2018-06-19 01:49;1;1;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008814098786717697";https://twitter.com/KukrejaShubhs/status/1008814098786717697;en
;2018-06-19 01:49;4;3;"HERE IT IS!!! The video you all have been waiting for! We are very proud to present 'When the Lions Roar!' by The Kings Arms Collective. GET SHARING PEOPLE!!! https://www.facebook.com/thekacofficial/videos/608589722833928/ … # worldcup # worldcup2018 # englandworldcup # worldcupsong # fifa2018 # fifaworldcup";;;# # # # # #;"1008814018230996994";https://twitter.com/theKacOfficial/status/1008814018230996994;en
;2018-06-19 01:49;0;0;"FIFA World Cup: Belgium 3 , Panama 0. Belgium wins in day 5 of FIFA Soccer World Cup. # FIFA # FIFA2018 # FIFA18 # FifaWorldCup2018 # FifaWorldCup18 # FIFAWorldCup # WorldCup # WorldCupRussia2018 # WorldCup2018 # Worldcup2018Russia # WorldCup18 # Soccer # FutBol # Futball # Footballpic.twitter.com/CfKA5rpTzm";;;# # # # # # # # # # # # # # #;"1008813957166129153";https://twitter.com/mgreco84/status/1008813957166129153;en
;2018-06-19 01:48;0;0;"𝗿𝘂𝘀𝘀𝗶𝗮 # FIFAWorldCup # FIFA2018 # FIFAWC2018 # RUS # EGY # WorldCup # Contest";;;# # # # # # #;"1008813798294282240";https://twitter.com/KukrejaShubhs/status/1008813798294282240;en
;2018-06-19 01:48;0;0;"FIFA2018 優勝国シミュレーション 最優勝多数国ネーミング調査 残り p16421（--Neymar.Honaiigd # football--2就寝前日比）優勝";;;#;"1008813623207079936";https://twitter.com/hittlovestory/status/1008813623207079936;ja
